ip,timestamp,method,url,status,size,query_params
20.15.123.111,23/Jun/2024:12:35:22 +0000,DELETE,/about.html?session_id=mno345&category=electronics,302,629,"{""session_id"": ""mno345"", ""category"": ""electronics""}"
153.1.47.251,21/Jun/2024:00:10:22 +0000,POST,/contact.html?session_id=abc123,500,2287,"{""session_id"": ""abc123""}"
167.53.66.101,26/Jun/2024:11:05:22 +0000,PUT,/faq.html?category=books&category=toys,404,1988,"{""category"": ""toys""}"
240.57.228.32,22/Jun/2024:21:57:22 +0000,POST,/products.html?session_id=def456&session_id=mno345&user_id=719,302,3432,"{""session_id"": ""mno345"", ""user_id"": ""719""}"
134.207.168.109,25/Jun/2024:17:29:22 +0000,DELETE,/faq.html?category=home,200,596,"{""category"": ""home""}"
134.207.168.109,23/Jun/2024:08:36:22 +0000,PUT,/about.html?session_id=def456&category=fashion&user_id=779,404,3254,"{""session_id"": ""def456"", ""category"": ""fashion"", ""user_id"": ""779""}"
160.229.223.17,21/Jun/2024:03:05:22 +0000,PUT,/signup?user_id=800&session_id=abc123&user_id=953,302,404,"{""user_id"": ""953"", ""session_id"": ""abc123""}"
255.181.37.177,20/Jun/2024:15:32:22 +0000,PUT,/services.html?product_id=637&category=books,200,354,"{""product_id"": ""637"", ""category"": ""books""}"
188.128.112.159,25/Jun/2024:15:48:22 +0000,POST,/signup?category=electronics&user_id=149&user_id=750,500,2598,"{""category"": ""electronics"", ""user_id"": ""750""}"
89.222.139.151,22/Jun/2024:23:16:22 +0000,PUT,/signup?session_id=abc123,302,4292,"{""session_id"": ""abc123""}"
158.20.204.46,26/Jun/2024:03:42:22 +0000,PUT,/login?session_id=abc123&session_id=def456,200,4732,"{""session_id"": ""def456""}"
248.187.87.40,21/Jun/2024:08:41:22 +0000,DELETE,/products.html?category=home,404,382,"{""category"": ""home""}"
95.191.225.234,20/Jun/2024:17:53:22 +0000,POST,/about.html?session_id=def456&category=fashion&category=toys,404,3515,"{""session_id"": ""def456"", ""category"": ""toys""}"
149.43.222.103,25/Jun/2024:21:38:22 +0000,POST,/signup?session_id=abc123,404,141,"{""session_id"": ""abc123""}"
141.199.38.146,23/Jun/2024:02:11:22 +0000,PUT,/faq.html?user_id=678&session_id=mno345,500,3378,"{""user_id"": ""678"", ""session_id"": ""mno345""}"
15.189.100.115,21/Jun/2024:11:14:22 +0000,PUT,/products.html?category=fashion,500,4292,"{""category"": ""fashion""}"
151.80.55.55,25/Jun/2024:23:56:22 +0000,GET,/contact.html?product_id=566&session_id=jkl012&session_id=jkl012,500,2963,"{""product_id"": ""566"", ""session_id"": ""jkl012""}"
101.137.132.71,22/Jun/2024:12:44:22 +0000,POST,/contact.html?session_id=ghi789&user_id=650,500,1500,"{""session_id"": ""ghi789"", ""user_id"": ""650""}"
74.240.191.221,26/Jun/2024:11:49:22 +0000,DELETE,/services.html?category=toys&user_id=927,500,1974,"{""category"": ""toys"", ""user_id"": ""927""}"
77.25.133.33,23/Jun/2024:04:45:22 +0000,PUT,/services.html?product_id=716,404,1988,"{""product_id"": ""716""}"
151.80.55.55,23/Jun/2024:00:00:22 +0000,POST,/about.html?category=fashion,200,2831,"{""category"": ""fashion""}"
244.113.20.63,22/Jun/2024:12:45:22 +0000,DELETE,/index.html?user_id=614&product_id=642&user_id=396,302,2810,"{""user_id"": ""396"", ""product_id"": ""642""}"
46.189.5.214,22/Jun/2024:21:58:22 +0000,DELETE,/services.html?category=electronics,302,708,"{""category"": ""electronics""}"
13.224.24.185,21/Jun/2024:12:52:22 +0000,POST,/faq.html?product_id=159,302,404,"{""product_id"": ""159""}"
35.239.32.150,21/Jun/2024:10:06:22 +0000,DELETE,/contact.html?product_id=39&user_id=943&session_id=ghi789,404,734,"{""product_id"": ""39"", ""user_id"": ""943"", ""session_id"": ""ghi789""}"
141.199.38.146,25/Jun/2024:15:18:22 +0000,PUT,/login?user_id=784&user_id=904,301,2598,"{""user_id"": ""904""}"
101.137.132.71,24/Jun/2024:11:12:22 +0000,GET,/contact.html?user_id=949&category=toys,500,2053,"{""user_id"": ""949"", ""category"": ""toys""}"
153.1.47.251,20/Jun/2024:12:39:22 +0000,DELETE,/faq.html?session_id=abc123,500,3854,"{""session_id"": ""abc123""}"
250.58.233.174,23/Jun/2024:16:57:22 +0000,GET,/contact.html?category=toys,500,4292,"{""category"": ""toys""}"
134.207.168.109,23/Jun/2024:19:10:22 +0000,POST,/login?session_id=ghi789,301,279,"{""session_id"": ""ghi789""}"
86.144.221.240,23/Jun/2024:10:52:22 +0000,DELETE,/products.html?category=toys&session_id=mno345&category=fashion,404,734,"{""category"": ""fashion"", ""session_id"": ""mno345""}"
238.189.173.32,22/Jun/2024:10:03:22 +0000,PUT,/signup?product_id=940&session_id=abc123&session_id=abc123,404,3405,"{""product_id"": ""940"", ""session_id"": ""abc123""}"
147.77.212.177,26/Jun/2024:16:42:22 +0000,DELETE,/products.html?session_id=ghi789&category=fashion,404,3515,"{""session_id"": ""ghi789"", ""category"": ""fashion""}"
153.6.128.136,26/Jun/2024:14:06:22 +0000,PUT,/login?session_id=def456&session_id=mno345&user_id=736,200,734,"{""session_id"": ""mno345"", ""user_id"": ""736""}"
158.20.204.46,20/Jun/2024:16:43:22 +0000,GET,/about.html?session_id=abc123,200,322,"{""session_id"": ""abc123""}"
188.128.112.159,23/Jun/2024:15:47:22 +0000,GET,/index.html?product_id=272&user_id=16&category=electronics,404,1725,"{""product_id"": ""272"", ""user_id"": ""16"", ""category"": ""electronics""}"
149.43.222.103,25/Jun/2024:07:16:22 +0000,PUT,/login?product_id=197,404,302,"{""product_id"": ""197""}"
153.6.128.136,22/Jun/2024:18:42:22 +0000,DELETE,/signup?user_id=27&user_id=232,301,3854,"{""user_id"": ""232""}"
186.137.74.198,22/Jun/2024:19:40:22 +0000,GET,/services.html?category=toys&product_id=924,404,708,"{""category"": ""toys"", ""product_id"": ""924""}"
8.249.233.220,20/Jun/2024:21:34:22 +0000,DELETE,/faq.html?session_id=def456&product_id=311,500,734,"{""session_id"": ""def456"", ""product_id"": ""311""}"
55.192.232.116,24/Jun/2024:11:39:22 +0000,PUT,/login?product_id=798&product_id=643&session_id=mno345,301,279,"{""product_id"": ""643"", ""session_id"": ""mno345""}"
75.108.179.75,25/Jun/2024:02:02:22 +0000,DELETE,/signup?session_id=abc123&category=electronics&category=books,200,404,"{""session_id"": ""abc123"", ""category"": ""books""}"
55.192.232.116,25/Jun/2024:03:47:22 +0000,PUT,/contact.html?user_id=293&product_id=413,302,3508,"{""user_id"": ""293"", ""product_id"": ""413""}"
89.222.139.151,24/Jun/2024:16:57:22 +0000,PUT,/services.html?session_id=ghi789&user_id=906&session_id=mno345,302,3508,"{""session_id"": ""mno345"", ""user_id"": ""906""}"
240.57.228.32,24/Jun/2024:00:49:22 +0000,POST,/contact.html?product_id=551&user_id=284&product_id=281,301,2120,"{""product_id"": ""281"", ""user_id"": ""284""}"
250.58.233.174,21/Jun/2024:02:13:22 +0000,GET,/contact.html?category=toys&user_id=609,404,1988,"{""category"": ""toys"", ""user_id"": ""609""}"
55.192.232.116,23/Jun/2024:21:06:22 +0000,PUT,/contact.html?user_id=356&category=fashion&category=books,404,3254,"{""user_id"": ""356"", ""category"": ""books""}"
151.80.55.55,22/Jun/2024:17:10:22 +0000,DELETE,/faq.html?category=fashion&category=fashion,500,4049,"{""category"": ""fashion""}"
15.89.35.67,26/Jun/2024:10:22:22 +0000,DELETE,/about.html?category=electronics&user_id=219&product_id=942,302,279,"{""category"": ""electronics"", ""user_id"": ""219"", ""product_id"": ""942""}"
244.113.20.63,25/Jun/2024:21:11:22 +0000,DELETE,/products.html?category=home&product_id=821&category=home,404,3432,"{""category"": ""home"", ""product_id"": ""821""}"
167.53.66.101,25/Jun/2024:15:49:22 +0000,POST,/signup?user_id=874&product_id=866&product_id=349,301,4918,"{""user_id"": ""874"", ""product_id"": ""349""}"
190.111.164.7,24/Jun/2024:20:07:22 +0000,POST,/products.html?session_id=abc123&user_id=869,301,2053,"{""session_id"": ""abc123"", ""user_id"": ""869""}"
55.192.232.116,21/Jun/2024:18:09:22 +0000,PUT,/services.html?user_id=559&user_id=889,302,2444,"{""user_id"": ""889""}"
15.189.100.115,23/Jun/2024:04:09:22 +0000,POST,/index.html?product_id=936,404,4049,"{""product_id"": ""936""}"
72.81.114.166,20/Jun/2024:00:58:22 +0000,PUT,/signup?product_id=289&category=electronics&product_id=508,404,2810,"{""product_id"": ""508"", ""category"": ""electronics""}"
101.137.132.71,26/Jun/2024:16:18:22 +0000,POST,/products.html?category=fashion,200,734,"{""category"": ""fashion""}"
244.113.20.63,21/Jun/2024:20:07:22 +0000,DELETE,/faq.html?product_id=258,302,4049,"{""product_id"": ""258""}"
255.181.37.177,20/Jun/2024:08:32:22 +0000,DELETE,/signup?session_id=jkl012,404,4292,"{""session_id"": ""jkl012""}"
240.57.228.32,21/Jun/2024:20:30:22 +0000,POST,/services.html?user_id=558&category=books,301,4918,"{""user_id"": ""558"", ""category"": ""books""}"
255.181.37.177,25/Jun/2024:02:23:22 +0000,PUT,/faq.html?category=books&session_id=abc123,301,2572,"{""category"": ""books"", ""session_id"": ""abc123""}"
46.189.5.214,21/Jun/2024:12:36:22 +0000,PUT,/index.html?category=books,500,3515,"{""category"": ""books""}"
153.1.47.251,20/Jun/2024:23:27:22 +0000,DELETE,/about.html?category=fashion&category=home&user_id=588,302,1500,"{""category"": ""home"", ""user_id"": ""588""}"
49.90.99.244,26/Jun/2024:08:51:22 +0000,PUT,/contact.html?user_id=938&product_id=160,500,2598,"{""user_id"": ""938"", ""product_id"": ""160""}"
90.154.68.175,26/Jun/2024:10:34:22 +0000,DELETE,/index.html?category=electronics&category=toys&user_id=785,500,279,"{""category"": ""toys"", ""user_id"": ""785""}"
141.199.38.146,19/Jun/2024:22:05:22 +0000,POST,/index.html?user_id=956&session_id=mno345&product_id=39,200,1635,"{""user_id"": ""956"", ""session_id"": ""mno345"", ""product_id"": ""39""}"
240.57.228.32,22/Jun/2024:17:28:22 +0000,DELETE,/contact.html?category=toys,200,708,"{""category"": ""toys""}"
13.224.24.185,26/Jun/2024:00:29:22 +0000,GET,/signup?product_id=406&user_id=194&category=books,500,2831,"{""product_id"": ""406"", ""user_id"": ""194"", ""category"": ""books""}"
127.132.184.75,24/Jun/2024:06:45:22 +0000,DELETE,/faq.html?session_id=mno345&user_id=639,200,4292,"{""session_id"": ""mno345"", ""user_id"": ""639""}"
90.154.68.175,23/Jun/2024:23:11:22 +0000,GET,/index.html?user_id=102,500,3515,"{""user_id"": ""102""}"
93.228.77.196,20/Jun/2024:19:33:22 +0000,DELETE,/index.html?user_id=535&category=electronics&session_id=abc123,500,2971,"{""user_id"": ""535"", ""category"": ""electronics"", ""session_id"": ""abc123""}"
244.113.20.63,23/Jun/2024:19:25:22 +0000,POST,/signup?user_id=682&category=books,302,629,"{""user_id"": ""682"", ""category"": ""books""}"
160.229.223.17,24/Jun/2024:17:04:22 +0000,DELETE,/login?category=home&product_id=144,302,2120,"{""category"": ""home"", ""product_id"": ""144""}"
244.113.20.63,22/Jun/2024:17:09:22 +0000,DELETE,/login?category=home&session_id=mno345,500,4918,"{""category"": ""home"", ""session_id"": ""mno345""}"
35.239.32.150,19/Jun/2024:21:38:22 +0000,PUT,/products.html?session_id=ghi789,302,3515,"{""session_id"": ""ghi789""}"
141.199.38.146,20/Jun/2024:17:17:22 +0000,DELETE,/index.html?category=fashion&session_id=ghi789,200,4049,"{""category"": ""fashion"", ""session_id"": ""ghi789""}"
74.240.191.221,23/Jun/2024:14:21:22 +0000,DELETE,/faq.html?session_id=def456,302,708,"{""session_id"": ""def456""}"
95.191.225.234,23/Jun/2024:15:05:22 +0000,POST,/login?session_id=jkl012&user_id=961&session_id=abc123,200,4060,"{""session_id"": ""abc123"", ""user_id"": ""961""}"
151.80.55.55,21/Jun/2024:04:42:22 +0000,GET,/products.html?product_id=639,302,4292,"{""product_id"": ""639""}"
255.181.37.177,25/Jun/2024:00:54:22 +0000,PUT,/index.html?session_id=ghi789,500,2963,"{""session_id"": ""ghi789""}"
153.6.128.136,21/Jun/2024:09:26:22 +0000,PUT,/contact.html?category=electronics,500,302,"{""category"": ""electronics""}"
55.192.232.116,20/Jun/2024:03:35:22 +0000,PUT,/about.html?product_id=994&user_id=366&user_id=206,500,2598,"{""product_id"": ""994"", ""user_id"": ""206""}"
137.135.249.182,21/Jun/2024:22:12:22 +0000,DELETE,/index.html?session_id=mno345&product_id=846,301,279,"{""session_id"": ""mno345"", ""product_id"": ""846""}"
219.108.96.228,23/Jun/2024:22:14:22 +0000,DELETE,/products.html?user_id=43&user_id=529,301,3515,"{""user_id"": ""529""}"
149.43.222.103,20/Jun/2024:02:42:22 +0000,PUT,/services.html?user_id=247&product_id=531&session_id=jkl012,404,2120,"{""user_id"": ""247"", ""product_id"": ""531"", ""session_id"": ""jkl012""}"
8.249.233.220,22/Jun/2024:21:42:22 +0000,PUT,/services.html?product_id=390&category=electronics,301,404,"{""product_id"": ""390"", ""category"": ""electronics""}"
224.15.134.151,23/Jun/2024:10:07:22 +0000,DELETE,/login?user_id=16,500,4267,"{""user_id"": ""16""}"
149.43.222.103,21/Jun/2024:02:23:22 +0000,DELETE,/faq.html?user_id=996&category=books,200,2810,"{""user_id"": ""996"", ""category"": ""books""}"
238.189.173.32,26/Jun/2024:16:52:22 +0000,POST,/about.html?product_id=248&user_id=690&product_id=992,200,3981,"{""product_id"": ""992"", ""user_id"": ""690""}"
167.53.66.101,25/Jun/2024:06:59:22 +0000,PUT,/about.html?product_id=827,301,3217,"{""product_id"": ""827""}"
57.179.44.69,20/Jun/2024:05:15:22 +0000,PUT,/faq.html?product_id=289,200,302,"{""product_id"": ""289""}"
86.238.237.49,22/Jun/2024:01:31:22 +0000,PUT,/products.html?product_id=36,500,2963,"{""product_id"": ""36""}"
20.15.123.111,22/Jun/2024:13:02:22 +0000,GET,/signup?session_id=jkl012&category=books,404,1110,"{""session_id"": ""jkl012"", ""category"": ""books""}"
13.224.24.185,22/Jun/2024:17:02:22 +0000,DELETE,/services.html?session_id=mno345&category=toys&user_id=370,500,1988,"{""session_id"": ""mno345"", ""category"": ""toys"", ""user_id"": ""370""}"
224.15.134.151,24/Jun/2024:08:44:22 +0000,DELETE,/login?session_id=ghi789&category=home,404,4060,"{""session_id"": ""ghi789"", ""category"": ""home""}"
15.189.100.115,20/Jun/2024:06:38:22 +0000,PUT,/services.html?session_id=jkl012&product_id=35&user_id=794,301,3432,"{""session_id"": ""jkl012"", ""product_id"": ""35"", ""user_id"": ""794""}"
35.239.32.150,20/Jun/2024:10:46:22 +0000,PUT,/contact.html?category=home,500,1974,"{""category"": ""home""}"
129.173.76.59,20/Jun/2024:23:13:22 +0000,GET,/products.html?session_id=def456&user_id=422,301,4918,"{""session_id"": ""def456"", ""user_id"": ""422""}"
93.228.77.196,21/Jun/2024:01:01:22 +0000,DELETE,/products.html?category=books&session_id=ghi789&session_id=abc123,301,3508,"{""category"": ""books"", ""session_id"": ""abc123""}"
244.113.20.63,20/Jun/2024:07:32:22 +0000,POST,/login?session_id=abc123,200,2517,"{""session_id"": ""abc123""}"
49.90.99.244,24/Jun/2024:21:36:22 +0000,DELETE,/faq.html?user_id=322&category=toys&category=books,302,708,"{""user_id"": ""322"", ""category"": ""books""}"
15.89.35.67,21/Jun/2024:23:32:22 +0000,DELETE,/services.html?category=toys&product_id=783,404,3144,"{""category"": ""toys"", ""product_id"": ""783""}"
86.238.237.49,24/Jun/2024:09:03:22 +0000,GET,/products.html?category=home&category=home&category=electronics,404,4049,"{""category"": ""electronics""}"
127.132.184.75,24/Jun/2024:13:12:22 +0000,POST,/index.html?product_id=950&user_id=7&product_id=870,404,4228,"{""product_id"": ""870"", ""user_id"": ""7""}"
95.191.225.234,23/Jun/2024:19:18:22 +0000,GET,/signup?category=toys&product_id=442&category=fashion,500,4732,"{""category"": ""fashion"", ""product_id"": ""442""}"
75.108.179.75,23/Jun/2024:15:17:22 +0000,PUT,/products.html?user_id=746&category=books,404,4292,"{""user_id"": ""746"", ""category"": ""books""}"
250.58.233.174,23/Jun/2024:09:52:22 +0000,DELETE,/login?user_id=18,200,2572,"{""user_id"": ""18""}"
57.179.44.69,22/Jun/2024:10:47:22 +0000,DELETE,/index.html?user_id=650&category=electronics&session_id=abc123,301,3515,"{""user_id"": ""650"", ""category"": ""electronics"", ""session_id"": ""abc123""}"
86.144.221.240,24/Jun/2024:08:02:22 +0000,POST,/faq.html?user_id=76,301,2517,"{""user_id"": ""76""}"
62.82.168.113,21/Jun/2024:04:20:22 +0000,PUT,/index.html?user_id=678,404,2517,"{""user_id"": ""678""}"
86.238.237.49,24/Jun/2024:04:57:22 +0000,GET,/login?session_id=mno345&category=toys&product_id=651,404,2598,"{""session_id"": ""mno345"", ""category"": ""toys"", ""product_id"": ""651""}"
15.189.100.115,25/Jun/2024:18:51:22 +0000,PUT,/products.html?user_id=468,500,382,"{""user_id"": ""468""}"
86.144.221.240,19/Jun/2024:22:34:22 +0000,PUT,/products.html?user_id=382&user_id=571&product_id=958,302,3432,"{""user_id"": ""571"", ""product_id"": ""958""}"
151.80.55.55,25/Jun/2024:17:22:22 +0000,PUT,/about.html?category=home&category=books&session_id=def456,302,2287,"{""category"": ""books"", ""session_id"": ""def456""}"
35.239.32.150,22/Jun/2024:12:13:22 +0000,DELETE,/products.html?user_id=352&product_id=969,500,4349,"{""user_id"": ""352"", ""product_id"": ""969""}"
240.57.228.32,22/Jun/2024:12:11:22 +0000,DELETE,/index.html?product_id=820&session_id=jkl012,200,3414,"{""product_id"": ""820"", ""session_id"": ""jkl012""}"
101.137.132.71,25/Jun/2024:10:21:22 +0000,POST,/products.html?session_id=ghi789&user_id=388&product_id=457,500,382,"{""session_id"": ""ghi789"", ""user_id"": ""388"", ""product_id"": ""457""}"
89.222.139.151,21/Jun/2024:06:33:22 +0000,DELETE,/contact.html?product_id=25&session_id=mno345,301,1974,"{""product_id"": ""25"", ""session_id"": ""mno345""}"
153.1.47.251,23/Jun/2024:23:14:22 +0000,GET,/index.html?session_id=jkl012&user_id=799,200,382,"{""session_id"": ""jkl012"", ""user_id"": ""799""}"
75.108.179.75,23/Jun/2024:00:40:22 +0000,POST,/login?user_id=114&user_id=627,500,3254,"{""user_id"": ""627""}"
74.240.191.221,25/Jun/2024:11:15:22 +0000,DELETE,/login?user_id=767&product_id=617&category=books,500,4732,"{""user_id"": ""767"", ""product_id"": ""617"", ""category"": ""books""}"
160.229.223.17,26/Jun/2024:03:45:22 +0000,PUT,/login?session_id=def456,500,404,"{""session_id"": ""def456""}"
149.43.222.103,26/Jun/2024:07:43:22 +0000,DELETE,/index.html?user_id=704,302,3508,"{""user_id"": ""704""}"
153.6.128.136,21/Jun/2024:20:30:22 +0000,GET,/faq.html?category=electronics,200,1110,"{""category"": ""electronics""}"
255.181.37.177,23/Jun/2024:11:31:22 +0000,DELETE,/contact.html?product_id=836&product_id=361,302,1110,"{""product_id"": ""361""}"
153.6.128.136,21/Jun/2024:00:37:22 +0000,DELETE,/login?user_id=905&product_id=669&category=toys,200,3254,"{""user_id"": ""905"", ""product_id"": ""669"", ""category"": ""toys""}"
8.249.233.220,22/Jun/2024:11:47:22 +0000,DELETE,/about.html?session_id=ghi789&product_id=530&user_id=294,200,3378,"{""session_id"": ""ghi789"", ""product_id"": ""530"", ""user_id"": ""294""}"
72.81.114.166,21/Jun/2024:17:41:22 +0000,PUT,/signup?category=fashion,302,847,"{""category"": ""fashion""}"
93.228.77.196,21/Jun/2024:04:35:22 +0000,DELETE,/products.html?session_id=abc123&category=home,200,1974,"{""session_id"": ""abc123"", ""category"": ""home""}"
248.187.87.40,21/Jun/2024:11:30:22 +0000,PUT,/contact.html?category=fashion,302,1988,"{""category"": ""fashion""}"
63.113.225.225,25/Jun/2024:03:06:22 +0000,POST,/index.html?category=fashion&session_id=abc123,301,734,"{""category"": ""fashion"", ""session_id"": ""abc123""}"
190.111.164.7,24/Jun/2024:06:24:22 +0000,POST,/about.html?session_id=ghi789&session_id=ghi789&product_id=729,404,4228,"{""session_id"": ""ghi789"", ""product_id"": ""729""}"
77.25.133.33,22/Jun/2024:02:36:22 +0000,PUT,/about.html?product_id=222,301,734,"{""product_id"": ""222""}"
8.249.233.220,26/Jun/2024:11:07:22 +0000,GET,/contact.html?user_id=333,404,2120,"{""user_id"": ""333""}"
15.189.100.115,22/Jun/2024:22:15:22 +0000,GET,/products.html?product_id=416,404,3508,"{""product_id"": ""416""}"
151.80.55.55,20/Jun/2024:03:28:22 +0000,DELETE,/login?session_id=mno345,500,322,"{""session_id"": ""mno345""}"
86.238.237.49,20/Jun/2024:18:12:22 +0000,PUT,/login?product_id=7&user_id=223,302,2810,"{""product_id"": ""7"", ""user_id"": ""223""}"
134.207.168.109,22/Jun/2024:19:02:22 +0000,PUT,/signup?user_id=231,500,3854,"{""user_id"": ""231""}"
74.240.191.221,21/Jun/2024:09:38:22 +0000,GET,/about.html?product_id=908&session_id=mno345,200,3981,"{""product_id"": ""908"", ""session_id"": ""mno345""}"
90.154.68.175,21/Jun/2024:20:32:22 +0000,POST,/index.html?category=home,200,1988,"{""category"": ""home""}"
186.137.74.198,25/Jun/2024:09:28:22 +0000,GET,/contact.html?category=electronics&category=electronics,302,2517,"{""category"": ""electronics""}"
13.224.24.185,20/Jun/2024:03:21:22 +0000,GET,/contact.html?category=fashion,500,3854,"{""category"": ""fashion""}"
219.108.96.228,26/Jun/2024:15:30:22 +0000,DELETE,/faq.html?product_id=989&category=fashion&user_id=894,302,354,"{""product_id"": ""989"", ""category"": ""fashion"", ""user_id"": ""894""}"
75.108.179.75,21/Jun/2024:20:35:22 +0000,DELETE,/faq.html?product_id=454,200,2963,"{""product_id"": ""454""}"
158.20.204.46,23/Jun/2024:04:01:22 +0000,POST,/signup?product_id=53,301,141,"{""product_id"": ""53""}"
63.113.225.225,26/Jun/2024:02:06:22 +0000,POST,/about.html?user_id=394&product_id=770,302,2831,"{""user_id"": ""394"", ""product_id"": ""770""}"
224.15.134.151,21/Jun/2024:07:49:22 +0000,DELETE,/signup?session_id=abc123&session_id=abc123&category=books,500,3254,"{""session_id"": ""abc123"", ""category"": ""books""}"
62.82.168.113,21/Jun/2024:08:45:22 +0000,PUT,/index.html?session_id=mno345&product_id=517&session_id=ghi789,301,4267,"{""session_id"": ""ghi789"", ""product_id"": ""517""}"
49.90.99.244,20/Jun/2024:14:10:22 +0000,POST,/signup?category=home&product_id=977&session_id=abc123,404,2053,"{""category"": ""home"", ""product_id"": ""977"", ""session_id"": ""abc123""}"
196.224.137.79,20/Jun/2024:09:47:22 +0000,GET,/contact.html?category=fashion,302,4060,"{""category"": ""fashion""}"
196.224.137.79,25/Jun/2024:05:37:22 +0000,DELETE,/index.html?user_id=205&product_id=103,302,1635,"{""user_id"": ""205"", ""product_id"": ""103""}"
151.80.55.55,20/Jun/2024:18:53:22 +0000,GET,/about.html?session_id=def456&category=electronics&user_id=82,200,279,"{""session_id"": ""def456"", ""category"": ""electronics"", ""user_id"": ""82""}"
13.224.24.185,20/Jun/2024:06:42:22 +0000,PUT,/about.html?user_id=723&product_id=836,500,4228,"{""user_id"": ""723"", ""product_id"": ""836""}"
149.43.222.103,23/Jun/2024:15:02:22 +0000,POST,/products.html?category=toys&category=electronics&user_id=903,404,2517,"{""category"": ""electronics"", ""user_id"": ""903""}"
15.89.35.67,20/Jun/2024:09:47:22 +0000,POST,/index.html?session_id=jkl012,500,3144,"{""session_id"": ""jkl012""}"
134.207.168.109,21/Jun/2024:18:15:22 +0000,PUT,/about.html?session_id=jkl012&product_id=285&session_id=ghi789,302,354,"{""session_id"": ""ghi789"", ""product_id"": ""285""}"
224.15.134.151,21/Jun/2024:14:25:22 +0000,GET,/login?session_id=abc123&user_id=411,404,4732,"{""session_id"": ""abc123"", ""user_id"": ""411""}"
147.77.212.177,21/Jun/2024:00:09:22 +0000,PUT,/index.html?user_id=610&session_id=abc123&user_id=878,404,4060,"{""user_id"": ""878"", ""session_id"": ""abc123""}"
248.187.87.40,22/Jun/2024:06:23:22 +0000,DELETE,/faq.html?category=electronics&session_id=def456,302,1974,"{""category"": ""electronics"", ""session_id"": ""def456""}"
153.1.47.251,23/Jun/2024:21:17:22 +0000,PUT,/about.html?category=fashion,302,3217,"{""category"": ""fashion""}"
244.113.20.63,20/Jun/2024:12:29:22 +0000,POST,/services.html?user_id=47&category=toys,301,629,"{""user_id"": ""47"", ""category"": ""toys""}"
75.108.179.75,22/Jun/2024:07:24:22 +0000,POST,/services.html?product_id=534&category=toys,301,2572,"{""product_id"": ""534"", ""category"": ""toys""}"
101.137.132.71,23/Jun/2024:18:57:22 +0000,DELETE,/services.html?category=fashion&user_id=209,404,2287,"{""category"": ""fashion"", ""user_id"": ""209""}"
93.228.77.196,25/Jun/2024:02:27:22 +0000,POST,/login?session_id=ghi789,404,3432,"{""session_id"": ""ghi789""}"
72.81.114.166,21/Jun/2024:05:54:22 +0000,DELETE,/products.html?user_id=66&user_id=958,404,4049,"{""user_id"": ""958""}"
72.81.114.166,21/Jun/2024:08:02:22 +0000,GET,/services.html?category=electronics&user_id=373,200,1974,"{""category"": ""electronics"", ""user_id"": ""373""}"
63.113.225.225,21/Jun/2024:08:08:22 +0000,PUT,/products.html?product_id=344,200,2598,"{""product_id"": ""344""}"
86.238.237.49,26/Jun/2024:07:34:22 +0000,PUT,/products.html?product_id=57&category=electronics&user_id=821,500,3414,"{""product_id"": ""57"", ""category"": ""electronics"", ""user_id"": ""821""}"
158.20.204.46,26/Jun/2024:01:56:22 +0000,GET,/signup?session_id=def456,500,3378,"{""session_id"": ""def456""}"
147.77.212.177,20/Jun/2024:08:09:22 +0000,DELETE,/about.html?product_id=195&product_id=772,404,2053,"{""product_id"": ""772""}"
127.132.184.75,23/Jun/2024:13:07:22 +0000,PUT,/products.html?session_id=jkl012&session_id=jkl012,404,354,"{""session_id"": ""jkl012""}"
153.6.128.136,26/Jun/2024:14:51:22 +0000,GET,/products.html?category=home&session_id=mno345,302,2963,"{""category"": ""home"", ""session_id"": ""mno345""}"
134.207.168.109,22/Jun/2024:02:55:22 +0000,DELETE,/faq.html?category=books&product_id=841&user_id=71,500,4292,"{""category"": ""books"", ""product_id"": ""841"", ""user_id"": ""71""}"
46.189.5.214,22/Jun/2024:09:45:22 +0000,GET,/contact.html?product_id=124&session_id=def456&category=electronics,500,1500,"{""product_id"": ""124"", ""session_id"": ""def456"", ""category"": ""electronics""}"
95.191.225.234,23/Jun/2024:09:00:22 +0000,GET,/contact.html?session_id=mno345,302,2320,"{""session_id"": ""mno345""}"
224.15.134.151,22/Jun/2024:02:33:22 +0000,POST,/services.html?user_id=974&category=home,302,1500,"{""user_id"": ""974"", ""category"": ""home""}"
188.128.112.159,24/Jun/2024:20:47:22 +0000,POST,/contact.html?category=electronics&session_id=ghi789,301,1500,"{""category"": ""electronics"", ""session_id"": ""ghi789""}"
95.191.225.234,26/Jun/2024:03:10:22 +0000,GET,/login?product_id=183&product_id=939,500,1635,"{""product_id"": ""939""}"
153.6.128.136,25/Jun/2024:05:42:22 +0000,GET,/index.html?user_id=189&user_id=994&category=electronics,500,2517,"{""user_id"": ""994"", ""category"": ""electronics""}"
219.108.96.228,20/Jun/2024:03:47:22 +0000,POST,/signup?session_id=ghi789&category=fashion,301,4292,"{""session_id"": ""ghi789"", ""category"": ""fashion""}"
62.82.168.113,20/Jun/2024:15:55:22 +0000,POST,/services.html?product_id=550&category=books,500,3432,"{""product_id"": ""550"", ""category"": ""books""}"
